conglome,vivienda,hogar,result,nbi1,nbi2,nbi3,nbi4,nbi5
15864,57,11,1,1,0,0,0,0
15864,73,11,1,0,0,0,0,0
15864,84,11,1,0,0,0,0,0
15864,114,11,1,0,0,0,0,0
15865,7,11,1,0,0,0,0,0
15865,24,11,1,0,0,0,0,0
15865,57,11,1,0,0,0,0,0
15865,73,11,1,1,0,0,0,0
15865,122,11,1,0,0,0,0,0
15865,138,11,1,0,0,0,0,0
15866,2,11,1,0,0,0,0,0
15866,5,11,1,0,1,0,0,0
15866,11,11,1,0,0,1,0,0
15866,12,11,1,0,0,0,0,0
15866,23,11,1,0,0,0,0,0
15866,31,11,1,0,0,0,0,0
15866,58,11,1,0,0,0,0,0
15866,65,11,1,0,0,0,0,0
15867,72,11,1,0,0,0,0,0
15867,73,11,1,0,0,0,0,0
15867,74,11,1,0,0,0,0,0
15867,75,11,1,0,0,0,0,0
15867,76,11,1,0,0,0,0,1
15867,77,11,1,0,0,0,0,0
15867,78,11,1,0,0,0,0,0
15867,80,11,1,0,0,0,0,0
15868,11,11,1,0,0,0,0,0
15868,12,11,1,0,0,0,0,0
15868,138,11,1,0,0,0,0,0
15868,141,11,1,0,0,0,0,0
15868,142,11,1,0,0,1,0,0
15868,143,11,1,0,0,0,0,0
15869,105,11,1,0,0,0,0,0
15869,106,11,1,0,0,0,0,0
15869,107,11,1,0,0,0,0,0
15869,238,11,1,0,0,0,0,0
15869,239,11,1,0,0,0,0,0
15869,246,11,1,0,1,0,0,0
15869,247,11,1,0,0,0,0,0
15869,248,11,1,1,0,0,0,0
15871,9,11,1,0,0,1,0,0
15871,11,11,1,0,0,0,0,0
15871,15,11,1,0,0,0,0,0
15871,16,11,1,0,0,0,0,0
15871,69,11,1,0,0,0,0,0
15871,70,11,1,0,0,1,0,0
15871,71,11,1,0,0,0,0,0
15871,72,11,1,0,0,0,0,0
15872,13,11,1,0,0,0,0,0
15872,47,11,1,0,0,0,0,0
15872,82,11,1,0,0,0,0,0
15872,98,11,1,0,0,0,0,0
15872,133,11,2,0,0,0,0,0
15872,169,11,1,0,0,0,0,0
15872,177,11,1,0,0,0,0,0
15872,202,11,1,0,0,0,0,0
15873,6,11,1,0,0,0,0,0
15873,13,11,1,0,0,0,0,0
15873,37,11,1,0,0,0,0,0
15873,52,11,1,0,0,0,0,0
15873,59,11,1,0,0,0,0,0
15873,66,11,1,0,0,0,0,0
15873,73,11,1,0,0,0,0,0
15873,81,11,1,0,0,0,0,0
15874,129,11,1,0,0,1,0,0
15874,130,11,1,0,0,1,0,0
15874,131,11,1,0,0,1,0,0
15874,132,11,1,0,0,1,0,0
15874,278,11,1,0,0,0,0,0
15874,279,11,1,0,0,1,0,0
15874,280,11,1,0,0,1,0,0
15874,281,11,1,0,0,1,0,0
15875,81,11,1,0,0,1,0,0
15875,83,11,1,0,0,1,0,0
15875,84,11,1,0,0,0,0,0
15875,200,11,1,0,1,0,0,0
15875,201,11,1,0,0,0,0,0
15875,202,11,1,0,0,0,0,0
15875,203,11,1,0,0,0,0,0
15875,204,11,1,0,0,0,0,0
15876,1,11,1,1,0,1,0,0
15876,2,11,1,0,0,0,0,0
15876,3,11,1,0,1,1,0,0
15876,4,11,1,1,0,0,0,0
15876,97,11,1,1,0,0,0,0
15876,98,11,1,0,0,0,0,0
15876,99,11,1,0,0,0,0,0
15876,100,11,1,1,0,0,0,0
15877,41,11,1,1,0,0,0,0
15877,42,11,1,0,0,0,0,1
15877,43,11,1,0,0,0,0,0
15877,44,11,1,0,0,1,0,0
15877,97,11,1,0,0,0,0,0
15877,99,11,1,0,0,0,0,0
15877,102,11,1,0,0,1,0,0
15877,103,11,1,0,0,0,0,0
15878,9,11,1,0,0,0,0,0
15878,10,11,1,0,0,0,0,0
15878,11,11,1,0,0,0,0,0
15878,12,11,1,0,0,0,0,0
15878,27,11,1,0,0,1,0,0
15878,35,11,1,0,0,0,0,0
15878,36,11,1,0,0,0,0,0
15878,37,11,1,0,0,0,0,0
15879,12,11,1,0,0,0,0,0
15879,27,11,1,0,0,0,0,0
15879,43,11,1,0,0,0,0,0
15879,56,11,2,0,0,0,0,0
15879,100,11,1,0,0,0,0,0
15879,128,11,2,0,0,0,0,0
15879,143,11,1,0,0,0,0,0
15879,169,11,1,0,0,0,0,0
15880,4,11,1,0,0,0,0,0
15880,12,11,1,0,0,0,0,0
15880,21,11,1,0,0,0,0,0
15880,38,11,1,0,0,0,0,0
15880,46,11,1,0,0,0,0,0
15880,55,11,1,0,0,1,0,0
15880,71,11,1,0,0,0,0,0
15880,80,11,2,0,0,1,0,0
15881,73,11,1,0,0,0,0,0
15881,74,11,1,0,0,0,0,0
15881,75,11,1,0,0,0,0,0
15881,76,11,1,0,0,0,0,0
15881,232,11,1,0,0,0,0,0
15881,233,11,1,0,0,0,0,0
15881,234,11,1,0,0,0,0,0
15881,235,11,1,0,0,0,0,0
15882,86,11,1,0,0,0,0,0
15882,87,11,1,0,0,0,0,0
15882,88,11,1,0,0,0,0,0
15882,215,11,1,1,0,1,0,0
15882,216,11,1,0,0,0,0,0
15882,217,11,1,0,0,0,0,1
15882,219,11,1,0,0,0,0,0
15882,220,11,1,0,0,0,0,0
15883,43,11,1,0,0,0,0,0
15883,44,11,1,0,0,0,0,0
15883,130,11,1,0,0,0,0,0
15883,131,11,1,0,0,0,0,0
15883,133,11,1,0,0,0,0,0
15883,134,11,1,0,0,0,0,0
15883,135,11,1,0,0,0,0,0
15883,136,11,1,0,0,0,0,0
15884,5,11,1,0,0,0,0,0
15884,6,11,1,0,0,0,0,0
15884,7,11,2,0,0,0,0,0
15884,8,11,1,0,0,1,0,0
15884,45,11,2,0,0,0,0,0
15884,46,11,1,0,0,0,0,0
15884,47,11,1,0,0,0,0,0
15884,48,11,1,0,1,0,0,0
15886,11,11,1,0,0,0,0,0
15886,26,11,1,0,0,0,0,0
15886,56,11,1,0,0,1,0,0
15886,73,11,1,0,0,0,0,0
15886,87,11,1,0,0,0,0,0
15886,127,11,1,0,0,0,0,0
15886,141,11,1,0,0,0,0,0
15886,155,11,1,0,0,1,0,0
15888,9,11,1,0,0,0,0,0
15888,10,11,1,0,1,0,0,0
15888,12,11,1,0,0,0,0,0
15888,86,11,1,0,0,0,0,0
15888,87,11,1,0,0,0,0,0
15888,88,11,1,0,0,0,0,0
15888,89,11,1,0,0,0,0,0
15888,90,11,1,0,0,0,0,0
15889,49,11,1,0,0,0,0,0
15889,50,11,1,0,0,0,0,0
15889,51,11,1,0,0,0,0,0
15889,117,11,1,0,0,0,0,0
15889,118,11,1,0,0,0,0,0
15889,119,11,1,0,0,0,0,0
15889,120,11,1,0,0,0,0,0
15889,121,11,1,0,0,0,0,0
15890,9,11,1,0,0,0,0,0
15890,11,11,1,0,0,0,0,0
15890,12,11,1,0,0,0,0,0
15890,157,11,1,0,0,0,0,0
15890,161,11,1,0,0,0,0,0
15890,162,11,1,0,0,0,0,0
15890,163,11,1,0,0,1,0,0
15890,164,11,1,0,0,0,0,0
15892,12,11,1,0,0,0,0,0
15892,45,11,1,0,0,0,0,0
15892,46,11,1,0,0,1,0,0
15892,49,11,1,0,0,0,0,0
15892,50,11,1,0,0,0,0,0
15892,51,11,1,0,0,0,0,0
15892,52,11,1,0,0,0,0,0
15892,54,11,1,0,0,0,0,0
15893,9,11,1,0,0,0,0,0
15893,26,11,1,0,0,0,0,0
15893,35,11,1,0,0,0,0,0
15893,44,11,1,0,0,0,0,0
15893,53,11,1,0,0,0,0,0
15893,80,11,1,0,0,0,0,0
15893,89,11,1,0,0,0,0,0
15894,3,11,1,0,0,0,0,0
15894,14,11,1,0,0,1,0,0
15894,30,11,1,0,0,0,0,0
15894,41,11,1,0,0,1,0,0
15894,46,11,1,0,0,1,0,0
15894,51,11,1,0,1,0,0,0
15894,56,11,1,1,0,1,0,0
15894,63,11,1,0,0,0,0,0
15895,17,11,1,1,0,0,0,0
15895,23,11,1,1,0,0,0,0
15895,24,11,1,1,0,0,0,0
15895,80,11,1,1,0,0,0,0
15895,81,11,2,0,0,0,0,0
15895,85,11,1,0,0,0,0,0
15895,105,11,1,0,0,1,0,1
15895,107,11,1,0,0,0,0,0
15896,9,11,1,0,0,0,0,0
15896,11,11,1,0,0,0,0,0
15896,12,11,1,0,0,1,0,0
15896,84,11,1,0,0,0,0,0
15896,85,11,1,1,0,0,0,0
15896,86,11,1,0,0,0,0,0
15896,87,11,1,0,0,0,0,0
15896,88,11,1,1,0,0,0,0
15897,49,11,1,0,0,0,0,0
15897,50,11,1,0,0,0,0,0
15897,51,11,1,0,0,0,0,0
15897,52,11,1,0,0,0,0,0
15897,100,11,1,0,0,0,0,0
15897,101,11,1,0,0,0,0,0
15897,103,11,1,0,0,0,0,0
15897,104,11,1,0,0,0,0,0
15898,33,11,1,0,0,0,0,0
15898,34,11,1,0,0,0,0,0
15898,35,11,1,0,0,0,0,0
15898,36,11,1,0,0,0,0,0
15898,37,11,1,0,0,0,0,0
15898,38,11,1,0,0,0,0,0
15898,39,11,1,0,0,1,0,0
15898,40,11,1,0,0,0,0,0
15899,1,11,1,0,0,0,0,0
15899,2,11,1,0,0,0,0,0
15899,4,11,1,0,0,0,0,0
15899,33,11,1,0,0,0,0,0
15899,34,11,1,0,0,0,0,0
15899,36,11,1,0,0,0,0,0
15899,37,11,1,0,0,0,0,0
15899,38,11,1,0,0,0,0,0
15901,20,11,1,0,0,0,0,0
15901,68,11,1,0,0,0,0,0
15901,82,11,1,0,0,0,0,0
15901,109,11,1,0,0,0,0,0
15901,137,11,1,0,0,0,0,0
15901,151,11,2,0,0,0,0,0
15901,166,11,1,0,0,0,0,0
15902,121,11,1,0,0,0,0,0
15902,122,11,1,0,0,1,0,0
15902,123,11,1,0,0,1,0,0
15902,124,11,1,0,0,1,0,0
15902,251,11,1,0,0,0,0,0
15902,252,11,1,0,0,1,0,0
15902,254,11,1,0,0,0,0,0
15902,255,11,1,0,0,0,0,0
15904,69,11,1,0,0,0,0,0
15904,70,11,1,0,0,0,0,0
15904,105,11,1,0,0,0,0,0
15904,106,11,1,0,0,0,0,0
15904,107,11,1,0,0,1,0,0
15905,11,11,1,0,0,0,0,0
15905,12,11,1,0,0,0,0,0
15905,29,11,1,0,0,0,0,0
15905,30,11,1,0,0,0,0,0
15905,33,11,1,0,0,0,0,0
15905,34,11,1,0,0,0,0,0
15905,36,11,1,0,0,1,0,0
15905,37,11,1,0,0,0,0,0
15908,201,11,1,0,0,0,0,0
15908,202,11,1,0,0,0,0,0
15908,203,11,1,0,0,0,0,0
15908,204,11,1,0,0,0,0,0
15908,205,11,1,0,0,0,0,0
15908,206,11,2,1,0,0,0,0
15908,213,11,1,1,0,0,0,0
15908,215,11,1,0,0,0,0,0
15909,41,11,1,0,0,0,0,0
15909,42,11,1,0,0,0,0,0
15909,43,11,1,0,0,0,0,0
15909,44,11,1,0,0,0,0,0
15909,99,11,1,0,0,0,0,0
15909,101,11,1,0,0,0,0,0
15909,103,11,1,0,0,0,0,1
15909,104,11,1,0,0,0,0,0
15911,17,11,1,0,0,0,0,0
15911,19,11,1,0,0,0,0,0
15911,20,11,1,0,0,0,0,0
15911,32,11,1,1,1,1,0,0
15911,41,11,1,0,0,0,0,0
15911,42,11,1,0,0,0,0,0
15911,46,11,1,0,0,0,0,0
15911,47,11,1,0,0,0,0,0
15912,6,11,1,0,0,0,0,0
15912,13,11,1,0,0,0,0,0
15912,21,11,2,0,0,0,0,0
15912,36,11,1,0,0,0,0,0
15912,43,11,1,0,0,0,0,0
15912,58,11,1,0,0,0,0,0
15912,65,11,1,0,0,0,0,0
15913,17,11,1,0,0,0,0,0
15913,18,11,1,0,0,0,0,0
15913,19,11,1,0,1,0,0,0
15913,20,11,1,0,0,0,0,0
15913,129,11,1,0,0,0,0,0
15913,130,11,1,0,0,0,0,0
15913,131,11,1,0,0,0,0,0
15913,134,11,1,1,1,1,0,0
15914,32,11,1,0,0,0,0,0
15914,33,11,1,0,0,0,0,0
15914,35,11,1,0,0,0,0,0
15914,135,11,1,0,0,0,0,0
15914,154,11,2,0,0,0,0,0
15914,155,11,1,0,0,0,0,0
15914,158,11,1,0,0,0,0,0
15915,9,11,1,0,0,0,0,0
15915,10,11,1,0,0,0,0,0
15915,11,11,1,0,0,0,0,0
15915,12,11,1,0,0,0,0,0
15915,69,11,1,0,0,0,0,0
15915,70,11,1,0,0,0,0,0
15915,71,11,1,0,0,0,0,0
15915,72,11,1,0,0,0,0,0
15916,53,11,1,0,0,0,0,0
15916,54,11,1,0,0,0,0,0
15916,55,11,1,0,0,0,0,0
15916,56,11,1,0,0,0,0,0
15916,135,11,1,0,0,0,0,0
15916,138,11,1,0,0,0,0,0
15916,139,11,1,0,0,0,0,0
15916,145,11,1,0,0,0,0,0
15917,1,11,1,0,0,0,0,0
15917,2,11,2,0,0,0,0,0
15917,3,11,1,0,0,0,0,0
15917,4,11,1,0,0,0,0,0
15917,65,11,2,0,0,0,0,0
15917,66,11,1,0,0,0,0,0
15917,68,11,1,0,0,0,0,0
15917,72,11,1,0,0,0,0,0
15918,2,11,1,0,0,0,0,0
15918,4,11,1,0,0,0,0,0
15918,5,11,1,0,0,1,0,0
15918,14,11,1,0,0,1,0,0
15918,18,11,1,0,0,1,0,0
15918,19,11,1,0,0,1,0,0
15918,21,11,1,0,1,1,0,0
15918,25,11,1,0,0,1,0,0
15919,1,11,1,0,0,0,0,0
15919,10,11,1,0,0,0,0,0
15919,19,11,1,0,0,0,0,0
15919,54,11,1,1,0,0,0,0
15919,69,11,1,0,0,0,0,0
15919,77,11,1,0,0,0,0,0
15919,84,11,1,0,0,0,0,0
15920,3,11,1,0,0,1,0,0
15920,7,11,1,0,0,0,0,0
15920,20,11,1,0,0,1,0,0
15920,30,11,1,0,0,1,0,0
15920,35,11,1,0,0,1,0,0
15920,47,11,1,0,0,1,0,0
15921,1,11,1,0,0,0,0,0
15921,2,11,1,0,0,0,0,0
15921,3,11,1,0,0,0,0,0
15921,4,11,1,0,0,0,0,0
15921,256,11,1,0,0,0,0,0
15921,257,11,1,0,0,0,0,0
15921,258,11,1,0,0,1,0,0
15921,260,11,1,0,0,1,0,0
15922,29,11,1,0,0,0,0,0
15922,32,11,1,0,0,0,0,0
15922,208,11,1,0,0,0,0,0
15922,209,11,1,0,0,0,0,0
15922,210,11,1,0,0,0,0,0
15922,211,11,1,0,0,1,0,0
15922,212,11,1,0,0,0,0,0
15922,213,11,1,0,0,0,0,0
15923,54,11,1,0,0,0,0,0
15923,55,11,1,0,0,0,0,0
15923,56,11,1,0,0,0,0,0
15923,164,11,1,0,0,0,0,0
15923,165,11,1,0,0,0,0,0
15923,166,11,1,0,0,0,0,0
15923,167,11,1,0,0,0,0,0
15923,168,11,2,0,0,0,0,0
15924,21,11,1,1,0,0,0,0
15924,22,11,1,0,0,0,0,0
15924,23,11,1,0,0,0,0,0
15924,24,11,1,0,0,0,0,0
15924,87,11,1,1,0,1,0,0
15924,88,11,1,0,0,0,0,0
15924,89,11,1,1,0,0,0,0
15924,90,11,1,1,0,0,0,0
15926,4,11,1,0,0,0,0,0
15926,21,11,1,0,0,0,0,0
15926,38,11,1,0,0,0,0,0
15926,45,11,1,0,0,0,0,0
15926,60,11,1,0,0,0,0,0
15926,68,11,1,0,0,0,0,0
15926,75,11,1,0,0,0,0,0
15926,82,11,1,0,0,0,0,0
15927,23,11,1,0,0,0,0,0
15927,31,11,1,1,0,0,0,0
15927,50,11,1,0,0,0,0,0
15927,60,11,1,0,0,0,0,0
15927,101,11,1,0,0,1,0,0
15927,116,11,1,0,0,0,0,0
15927,135,11,1,0,0,0,0,0
15927,147,11,1,0,0,0,0,0
15928,93,11,1,0,0,0,0,0
15928,94,11,1,0,0,0,0,0
15928,241,11,1,0,0,0,0,0
15928,245,11,2,0,0,0,0,0
15928,248,11,1,0,1,0,0,0
15928,250,11,1,0,0,0,0,0
15928,253,11,1,0,0,1,0,0
15928,254,11,2,0,0,0,0,0
15929,29,11,1,0,0,1,0,0
15929,31,11,1,0,0,0,0,0
15929,101,11,1,0,0,0,1,0
15929,102,11,1,0,0,0,0,0
15929,103,11,1,0,0,0,0,0
15929,106,11,1,0,0,0,0,0
15929,107,11,1,0,0,0,0,0
15929,108,11,1,0,0,0,0,0
15930,21,11,1,1,0,0,0,0
15930,22,11,1,1,0,0,0,0
15930,23,11,1,1,0,0,0,0
15930,24,11,1,1,0,0,0,0
15930,41,11,1,1,0,0,0,0
15930,42,11,1,1,0,0,0,0
15930,43,11,1,1,0,0,0,0
15930,44,11,1,1,0,0,0,0
15931,5,11,1,0,0,1,0,0
15931,6,11,1,1,0,0,0,0
15931,7,11,1,0,0,1,0,0
15931,8,11,1,0,0,1,0,0
15931,33,11,1,1,0,0,0,0
15931,34,11,1,0,0,1,0,0
15931,35,11,1,0,0,0,0,0
15931,38,11,1,0,0,1,0,0
15932,1,11,1,0,0,0,0,0
15932,16,11,1,0,0,0,0,0
15932,32,11,1,0,0,0,0,0
15932,46,11,1,0,0,0,0,0
15932,77,11,1,0,0,0,0,0
15932,93,11,1,0,0,0,0,0
15932,124,11,1,0,0,0,0,0
15932,155,11,1,0,0,1,0,0
15933,2,11,1,0,0,0,0,0
15933,14,11,1,0,0,0,0,0
15933,27,11,1,0,0,0,0,0
15933,33,11,1,0,0,0,0,0
15933,39,11,1,0,0,0,0,0
15933,45,11,1,0,0,1,0,0
15933,51,11,1,0,0,0,0,0
15933,57,11,1,0,0,0,0,0
15934,9,11,1,0,0,0,0,0
15934,10,11,1,0,0,0,0,0
15934,11,11,1,0,0,1,0,0
15934,12,11,1,0,0,1,0,0
15934,67,11,1,0,0,0,0,0
15934,69,11,1,0,0,0,0,0
15934,70,11,1,0,0,0,0,0
15934,71,11,1,1,0,0,0,0
15935,203,11,1,0,0,0,0,0
15935,205,11,1,1,0,0,0,0
15935,206,11,1,0,0,0,0,0
15935,208,11,1,0,0,0,0,0
15935,209,11,2,0,0,0,0,0
15935,210,11,1,0,0,0,0,0
15935,211,11,1,0,0,0,0,0
15935,212,11,1,0,0,0,0,0
15936,37,11,1,0,0,1,0,0
15936,39,11,1,1,0,1,0,0
15936,40,11,1,0,0,0,0,0
15936,157,11,1,0,0,1,0,0
15936,158,11,1,0,0,0,0,0
15936,159,11,1,0,0,1,0,0
15936,166,11,1,0,0,1,0,0
15936,167,11,1,0,0,0,0,0
15937,30,11,1,0,0,0,0,0
15937,31,11,1,0,0,0,0,0
15937,32,11,1,0,0,0,0,0
15937,70,11,1,1,0,0,0,0
15937,73,11,1,0,0,0,0,0
15937,74,11,1,0,0,0,0,0
15937,81,11,1,0,0,0,0,0
15937,82,11,1,0,0,0,0,0
15938,16,11,1,0,0,0,0,0
15938,32,11,1,0,0,0,0,0
15938,50,11,1,0,0,0,0,0
15938,67,11,1,0,0,1,0,0
15938,84,11,1,1,0,0,0,0
15938,119,11,1,0,0,0,0,0
15938,154,11,1,1,0,0,0,0
15938,188,11,1,0,0,0,0,0
15939,10,11,1,0,0,0,0,0
15939,29,11,1,0,0,0,0,0
15939,58,11,1,0,1,0,0,0
15939,72,11,1,0,0,0,0,0
15939,105,11,1,0,0,0,0,0
15939,117,11,1,0,0,0,0,0
15939,134,11,1,0,0,0,0,0
15939,150,11,1,0,0,0,0,0
15940,2,11,1,0,0,0,0,0
15940,3,11,1,0,0,0,0,0
15940,104,11,1,0,0,0,0,0
15940,105,11,1,0,0,0,0,0
15940,106,11,1,0,0,0,0,0
15940,107,11,1,0,0,0,0,0
15940,108,11,1,0,0,0,0,0
15940,109,11,1,0,0,0,0,0
15941,82,11,1,0,0,1,0,0
15941,83,11,1,0,0,1,0,0
15941,240,11,1,0,0,0,0,0
15941,241,11,1,0,0,0,0,0
15941,242,11,1,1,0,1,0,0
15941,243,11,1,0,0,1,0,0
15941,244,11,1,0,0,0,0,0
15941,245,11,1,0,0,1,0,0
15942,16,11,1,0,0,0,0,0
15942,81,11,1,0,0,0,0,0
15942,82,11,1,0,0,0,0,0
15942,83,11,1,0,0,0,0,0
15942,84,11,1,0,0,0,0,0
15942,86,11,1,0,0,0,0,0
15942,87,11,2,0,0,0,0,0
15942,88,11,1,0,0,1,0,0
15944,25,11,1,0,0,1,0,0
15944,37,11,1,0,0,0,0,0
15944,38,11,1,0,0,1,0,0
15944,39,11,1,0,0,1,0,0
15944,40,11,1,0,0,0,0,0
15944,41,11,1,0,0,1,0,0
15944,42,11,1,0,0,1,0,0
15944,43,11,1,0,0,0,0,0
15945,45,11,1,0,0,1,0,0
15945,46,11,1,1,0,0,0,0
15945,48,11,1,1,0,0,0,0
15945,145,11,1,1,0,0,0,0
15945,146,11,1,0,0,0,0,0
15945,147,11,1,1,0,0,0,0
15945,148,11,1,1,0,1,0,0
15945,150,11,1,1,0,0,0,0
15946,69,11,1,1,0,0,0,0
15946,70,11,1,0,0,0,0,0
15946,71,11,1,1,0,0,0,0
15946,72,11,1,0,0,0,0,0
15946,462,11,1,0,0,1,0,0
15946,463,11,1,1,1,0,0,0
15946,464,11,1,0,0,0,0,0
15946,465,11,1,0,0,0,0,0
15949,33,11,1,0,0,0,0,0
15949,35,11,1,0,0,1,0,0
15949,36,11,1,0,0,0,0,0
15949,592,11,1,0,0,0,0,0
15949,593,11,2,0,0,0,0,0
15949,596,11,1,1,0,0,0,0
15949,597,11,1,0,0,0,0,0
15949,599,11,1,0,0,0,0,0
15950,49,11,1,0,1,0,0,0
15950,50,11,1,1,0,0,0,0
15950,51,11,1,1,0,0,0,0
15950,52,11,1,1,0,0,0,0
15950,459,11,1,0,0,0,0,0
15950,461,11,1,1,0,0,0,0
15950,462,11,1,1,0,0,0,0
15950,463,11,1,0,0,0,0,0
15951,102,11,1,0,0,1,0,0
15951,103,11,1,1,0,0,0,0
15951,104,11,1,0,0,0,0,0
15951,215,11,1,1,0,0,0,0
15951,216,11,1,0,0,0,0,0
15951,218,11,1,1,0,0,0,0
15951,219,11,1,1,0,1,0,0
15951,220,11,1,1,0,0,0,0
15952,1,11,1,0,0,0,0,0
15952,12,11,1,0,0,0,0,0
15952,33,11,1,0,0,0,0,0
15952,54,11,1,0,0,0,0,0
15952,65,11,1,0,0,0,0,0
15953,12,11,1,0,0,0,0,0
15953,30,11,1,0,0,0,0,0
15953,45,11,1,0,0,0,0,0
15953,62,11,1,0,0,0,0,0
15953,97,11,1,0,0,0,0,0
15953,113,11,1,0,0,0,0,0
15954,25,11,1,0,0,0,0,0
15954,75,11,1,0,0,0,0,0
15954,123,11,1,0,0,0,0,0
15954,151,11,1,0,0,0,0,0
15954,176,11,1,0,0,0,0,0
15954,200,11,1,1,0,0,0,0
15955,7,11,1,0,0,0,0,0
15955,24,11,1,0,0,0,0,0
15955,75,11,1,0,0,0,0,0
15955,92,11,1,0,0,0,0,0
15955,109,11,1,0,0,0,0,0
15955,124,11,1,0,0,0,0,0
15955,139,11,1,0,0,0,0,0
15955,155,11,1,0,0,0,0,0
15956,26,11,1,0,0,0,0,0
15956,41,11,1,0,0,0,0,0
15956,56,11,1,0,0,0,0,0
15956,71,11,1,0,0,0,0,0
15956,87,11,1,0,0,0,0,0
15956,132,11,1,0,0,0,0,0
15956,147,11,1,0,0,0,0,0
15957,62,11,1,0,0,0,0,1
15957,86,11,1,0,0,0,0,0
15957,109,11,1,0,0,0,0,0
15957,133,11,1,0,0,0,0,0
15957,156,11,1,0,0,0,0,0
15957,179,11,1,0,0,0,0,0
15958,1,11,1,0,0,0,0,0
15958,19,11,1,0,0,0,0,0
15958,52,11,1,0,0,0,0,0
15958,66,11,1,0,0,0,0,0
15958,84,11,1,0,0,0,0,0
15958,100,11,1,0,0,0,0,0
15959,12,11,1,0,0,0,0,0
15959,24,11,1,0,0,0,0,0
15959,48,11,1,0,0,0,0,0
15959,61,13,1,0,0,0,0,0
15959,61,23,1,0,0,0,0,0
15959,61,33,1,0,0,0,0,0
15959,74,11,1,0,0,0,0,0
15959,85,11,1,0,0,0,0,0
15960,2,11,1,0,0,0,0,0
15960,21,11,1,0,0,0,0,0
15960,55,11,1,0,0,0,0,0
15960,86,11,1,0,0,0,0,0
15960,97,11,1,0,0,0,0,0
15960,107,11,1,0,0,0,0,0
15961,2,11,1,0,0,0,0,0
15961,18,11,1,0,0,0,0,0
15961,50,11,1,0,0,0,0,0
15961,66,11,1,0,0,0,0,0
15961,81,11,1,0,0,0,0,0
15961,97,11,1,0,0,0,0,0
15962,27,11,1,0,0,0,0,0
15962,39,11,1,0,0,0,0,0
15962,57,11,1,0,0,0,0,0
15962,121,11,1,0,0,0,0,0
15962,154,11,1,0,0,0,0,0
15963,14,11,1,0,0,0,0,0
15963,26,11,1,0,0,0,0,0
15963,39,11,1,0,0,0,0,0
15963,52,11,1,0,0,0,0,0
15963,65,11,1,0,0,0,0,0
15963,90,11,1,0,1,0,0,0
15963,128,11,1,0,0,0,0,0
15964,5,11,1,0,0,0,0,0
15964,22,11,1,0,0,0,0,0
15964,58,11,1,0,0,0,0,0
15964,75,11,1,0,0,0,0,0
15964,127,11,1,0,0,0,0,0
15964,145,11,1,0,0,0,0,0
15971,14,11,1,0,0,0,0,0
15971,28,11,1,0,0,0,0,0
15971,57,11,1,0,0,0,0,0
15971,85,11,1,0,0,0,0,0
15971,99,11,1,0,0,0,0,0
15972,5,11,1,0,0,0,0,0
15972,18,11,1,0,0,0,0,0
15972,32,11,1,0,0,0,0,0
15972,42,11,1,0,0,0,0,0
15972,58,11,1,0,0,0,0,0
15972,85,11,1,0,0,0,0,0
15973,11,11,1,0,0,0,0,0
15973,23,11,1,0,0,0,0,0
15973,37,11,1,0,0,0,0,0
15973,50,11,1,0,0,0,0,0
15973,63,11,1,0,0,0,0,0
15973,76,11,1,0,0,0,0,0
15974,10,11,1,0,0,0,0,0
15974,34,11,1,0,0,0,0,0
15974,83,11,1,0,0,0,0,0
15974,132,11,1,0,0,0,0,0
15974,156,11,1,0,0,0,0,0
15974,181,11,1,0,0,0,0,0
15974,205,11,1,0,0,0,0,0
15974,255,11,1,0,0,0,0,0
15975,4,11,1,0,0,1,0,0
15975,15,11,1,0,0,0,0,0
15975,58,11,1,0,0,0,0,0
15975,69,11,1,0,0,0,0,0
15975,80,11,1,0,1,0,0,0
15976,12,11,1,0,0,0,0,0
15976,21,11,1,0,0,0,0,0
15976,30,11,1,0,0,0,0,0
15976,39,11,1,0,0,0,0,0
15976,48,11,1,0,0,0,0,0
15976,58,11,1,0,0,0,0,0
15976,67,11,1,0,0,0,0,0
15976,76,11,1,0,0,0,0,0
15977,34,11,1,0,0,0,0,0
15977,50,11,1,0,0,0,0,0
15977,67,11,1,0,0,0,0,0
15977,83,11,1,0,0,0,0,0
15977,100,11,1,0,0,0,0,0
15977,117,11,1,0,0,0,0,0
15978,4,11,1,0,0,0,0,0
15978,25,11,1,0,0,0,0,0
15978,61,11,1,0,0,0,0,0
15978,85,11,1,0,0,0,0,0
15978,105,11,1,0,0,0,0,0
15978,126,11,1,0,0,0,0,0
15978,166,11,1,0,0,0,0,0
15978,186,11,1,0,0,0,0,0
15980,9,11,1,0,0,0,0,0
15980,34,11,1,0,0,0,0,0
15980,83,11,1,0,0,0,0,0
15980,108,11,1,0,0,0,0,0
15980,132,11,1,0,0,0,0,0
15980,157,11,1,0,0,0,0,0
15981,12,11,1,0,0,0,0,0
15981,48,11,1,0,0,0,0,0
15981,66,11,1,0,0,0,0,0
15981,84,11,1,0,0,0,0,0
15981,103,11,1,0,0,0,0,0
15981,121,11,1,0,0,0,0,0
15981,136,11,1,0,0,0,0,0
15981,175,11,1,0,0,0,0,0
15982,7,11,1,0,0,0,0,0
15982,23,11,1,0,0,0,0,0
15982,38,11,1,0,0,0,0,0
15982,52,11,1,0,0,0,0,0
