conglome,vivienda,hogar,mieperho,percepho,pobreza,gashog2d,inghog2d,ubigeo,dependientes,ingreso_prom_perceptor,diferencia_ingreso_gasto,pobreza_etiqueta,pobreza_binaria,result,nbi1,nbi2,nbi3,nbi4,nbi5
8293,57,11,5,2,2,22566.01171875,46431.53125,160201,3,1934.6471354166667,23865.51953125,not extreme poor,poor,1,0,0,0,0,0
8293,91,11,5,2,1,12567.7890625,12243.3896484375,160201,3,510.1412353515625,-324.3994140625,extreme poor,poor,1,1,0,0,0,0
8293,110,11,3,2,3,15867.884765625,22709.451171875,160201,1,946.2271321614584,6841.56640625,not poor,not poor,1,0,0,0,0,0
8293,128,11,3,2,3,32034.2734375,33425.5859375,160201,1,1392.7327473958333,1391.3125,not poor,not poor,2,0,0,0,0,0
8372,18,12,1,1,3,10622.2802734375,12187.2490234375,170101,0,1015.6040852864584,1564.96875,not poor,not poor,1,0,0,0,0,0
8372,18,22,3,2,3,17174.451171875,16587.833984375,170101,1,691.1597493489584,-586.6171875,not poor,not poor,2,0,0,0,0,0
8372,47,11,4,2,3,35110.71875,28998.373046875,170101,2,1208.2655436197917,-6112.345703125,not poor,not poor,2,0,0,0,0,0
8372,76,11,5,3,3,47242.47265625,64024.75390625,170101,2,1778.4653862847222,16782.28125,not poor,not poor,1,0,0,0,0,0
8372,106,11,2,1,3,33778.57421875,41990.7421875,170101,1,3499.228515625,8212.16796875,not poor,not poor,2,0,0,0,0,0
8544,8,11,2,2,3,36815.89453125,57955.4140625,180301,0,2414.8089192708335,21139.51953125,not poor,not poor,1,0,0,0,0,0
8544,50,11,7,4,3,61366.73046875,116311.015625,180301,3,2423.1461588541665,54944.28515625,not poor,not poor,2,0,0,0,0,0
8544,76,11,2,2,3,37078.359375,44553.1875,180301,0,1856.3828125,7474.828125,not poor,not poor,1,0,0,0,0,0
8615,32,11,4,1,3,72833.4765625,65186.296875,190113,3,5432.19140625,-7647.1796875,not poor,not poor,1,0,0,0,0,0
8615,60,11,4,1,3,18876.458984375,18314.55078125,190113,3,1526.2125651041667,-561.908203125,not poor,not poor,1,0,1,0,0,0
8615,74,12,5,3,3,24967.3125,45261.078125,190113,2,1257.252170138889,20293.765625,not poor,not poor,1,0,1,0,0,0
8615,74,22,2,1,2,6938.740234375,6757.7958984375,190113,1,563.149658203125,-180.9443359375,not extreme poor,poor,1,0,1,0,0,0
8615,87,11,1,1,3,5938.37744140625,6603.19140625,190113,0,550.2659505208334,664.81396484375,not poor,not poor,1,0,0,0,0,0
8615,100,11,4,1,3,51437.3046875,37154.00390625,190113,3,3096.1669921875,-14283.30078125,not poor,not poor,1,0,0,0,0,0
8615,112,11,2,2,3,29759.0859375,115421.734375,190113,0,4809.238932291667,85662.6484375,not poor,not poor,1,0,0,0,0,0
8737,62,11,4,2,3,18202.259765625,8367.001953125,190306,2,348.6250813802083,-9835.2578125,not poor,not poor,1,0,0,0,0,0
8737,64,11,3,2,3,15908.0927734375,12278.46875,190306,1,511.6028645833333,-3629.6240234375,not poor,not poor,1,1,0,0,0,0
8737,65,11,3,2,3,15334.6630859375,19421.833984375,190306,1,809.2430826822916,4087.1708984375,not poor,not poor,1,0,0,0,0,0
8737,69,11,1,1,3,6749.67138671875,6733.36962890625,190306,0,561.1141357421875,-16.3017578125,not poor,not poor,1,0,0,0,0,0
8737,154,11,6,2,1,10808.2685546875,7566.1103515625,190306,4,315.2545979817708,-3242.158203125,extreme poor,poor,1,1,0,0,0,0
8737,165,11,3,1,3,12124.998046875,23192.130859375,190306,2,1932.6775716145833,11067.1328125,not poor,not poor,1,0,0,0,0,0
8737,167,11,2,2,3,23404.45703125,7186.2841796875,190306,0,299.4285074869792,-16218.1728515625,not poor,not poor,1,0,0,0,0,0
8787,14,11,3,2,3,20050.40625,28876.154296875,200104,1,1203.173095703125,8825.748046875,not poor,not poor,1,0,0,0,0,0
8787,64,11,4,2,3,74032.609375,101287.671875,200104,2,4220.319661458333,27255.0625,not poor,not poor,1,0,0,0,0,0
8787,79,11,3,2,3,16852.56640625,15663.32421875,200104,1,652.6385091145834,-1189.2421875,not poor,not poor,1,0,0,0,0,0
8787,96,11,1,1,3,27112.671875,30961.6171875,200104,0,2580.134765625,3848.9453125,not poor,not poor,1,0,0,0,0,0
8835,13,11,5,2,3,45805.83984375,61647.7734375,200602,3,2568.6572265625,15841.93359375,not poor,not poor,1,0,0,0,0,0
8835,63,11,2,1,3,26158.982421875,32285.732421875,200602,1,2690.4777018229165,6126.75,not poor,not poor,2,0,0,0,0,0
8835,79,11,4,3,3,28650.48828125,48161.515625,200602,1,1337.8198784722222,19511.02734375,not poor,not poor,1,0,0,0,0,0
8835,96,11,1,1,3,17716.177734375,26725.0,200602,0,2227.0833333333335,9008.822265625,not poor,not poor,1,0,0,0,0,0
8835,114,11,3,3,3,50639.3828125,39744.3515625,200602,0,1104.009765625,-10895.03125,not poor,not poor,1,0,0,0,0,0
8845,24,11,1,1,3,10997.0322265625,10824.2626953125,200601,0,902.0218912760416,-172.76953125,not poor,not poor,1,0,0,0,0,0
8845,58,11,1,1,3,8365.23828125,11434.998046875,200601,0,952.91650390625,3069.759765625,not poor,not poor,2,0,0,0,0,0
8845,90,11,4,3,3,43750.86328125,84112.375,200601,1,2336.4548611111113,40361.51171875,not poor,not poor,2,0,0,0,0,0
8845,108,11,7,5,1,17980.0390625,41444.35546875,200601,2,690.7392578125,23464.31640625,extreme poor,poor,1,1,0,0,0,0
8855,4,11,4,2,2,19922.935546875,23901.080078125,200607,2,995.8783365885416,3978.14453125,not extreme poor,poor,1,0,0,0,0,0
8855,17,11,5,3,3,28684.275390625,30124.8984375,200607,2,836.802734375,1440.623046875,not poor,not poor,1,1,0,0,0,0
8855,24,11,3,2,3,17838.25,24306.966796875,200607,1,1012.790283203125,6468.716796875,not poor,not poor,1,0,0,0,0,0
8855,37,11,4,2,2,16014.3857421875,20815.310546875,200607,2,867.3046061197916,4800.9248046875,not extreme poor,poor,1,0,0,0,0,0
8855,44,11,2,2,2,6996.48486328125,10334.53125,200607,0,430.60546875,3338.04638671875,not extreme poor,poor,1,1,0,0,0,0
8855,56,11,1,1,3,10310.5849609375,19755.328125,200607,0,1646.27734375,9444.7431640625,not poor,not poor,1,0,0,0,0,0
9088,205,11,2,2,2,6817.37890625,15287.681640625,210105,0,636.9867350260416,8470.302734375,not extreme poor,poor,1,0,0,0,0,0
9088,211,11,1,1,2,3264.37109375,7386.208984375,210105,0,615.5174153645834,4121.837890625,not extreme poor,poor,2,0,0,0,0,0
9088,384,11,1,1,3,4799.279296875,2542.63403320313,210105,0,211.88616943359418,-2256.64526367187,not poor,not poor,1,0,0,0,0,0
9088,387,11,1,1,3,5418.26513671875,5063.66552734375,210105,0,421.9721272786458,-354.599609375,not poor,not poor,1,0,0,0,0,0
9088,388,11,3,2,3,14501.05859375,16555.9140625,210105,1,689.8297526041666,2054.85546875,not poor,not poor,1,0,0,0,0,0
9088,390,11,1,1,3,7791.1279296875,12764.255859375,210105,0,1063.68798828125,4973.1279296875,not poor,not poor,1,0,0,0,0,0
9088,391,11,3,2,3,19071.568359375,13833.5400390625,210105,1,576.3975016276041,-5238.0283203125,not poor,not poor,1,0,0,0,0,0
9088,396,11,2,2,2,6395.98291015625,3659.86840820313,210105,0,152.49451700846376,-2736.11450195312,not extreme poor,poor,1,0,0,0,0,0
9170,8,11,2,2,3,12785.4677734375,11279.5341796875,220510,0,469.9805908203125,-1505.93359375,not poor,not poor,1,1,0,0,0,0
9170,26,11,4,2,2,16087.080078125,18815.58203125,220510,2,783.9825846354166,2728.501953125,not extreme poor,poor,1,0,0,0,0,0
9170,41,11,2,2,2,8494.515625,10949.353515625,220510,0,456.2230631510417,2454.837890625,not extreme poor,poor,1,0,0,0,0,0
9170,59,11,2,2,2,7361.7255859375,6493.80517578125,220510,0,270.57521565755206,-867.92041015625,not extreme poor,poor,1,0,0,0,0,0
9170,92,11,4,3,2,17881.904296875,11135.8544921875,220510,1,309.32929144965277,-6746.0498046875,not extreme poor,poor,1,0,0,0,0,0
9170,142,11,6,3,3,55583.80859375,56812.7109375,220510,3,1578.130859375,1228.90234375,not poor,not poor,1,0,0,0,0,0
9217,111,11,1,1,3,13140.94921875,9203.056640625,220910,0,766.92138671875,-3937.892578125,not poor,not poor,1,0,0,0,0,0
9217,180,11,1,1,3,19641.072265625,17701.044921875,220910,0,1475.0870768229167,-1940.02734375,not poor,not poor,1,0,0,0,0,0
9217,249,12,3,2,3,27851.1015625,63718.27734375,220910,1,2654.92822265625,35867.17578125,not poor,not poor,1,0,0,0,0,0
9217,249,22,3,2,3,29318.73046875,32832.5390625,220910,1,1368.0224609375,3513.80859375,not poor,not poor,1,0,0,0,0,0
9217,283,11,5,2,3,26381.1953125,42488.43359375,220910,3,1770.3513997395833,16107.23828125,not poor,not poor,1,0,0,0,0,0
9328,6,11,3,3,3,22236.990234375,23479.36328125,230104,0,652.2045355902778,1242.373046875,not poor,not poor,1,0,0,0,0,0
9328,19,11,3,2,3,23786.62109375,14510.669921875,230104,1,604.6112467447916,-9275.951171875,not poor,not poor,1,0,0,0,0,0
9328,32,11,1,1,3,18504.716796875,19116.328125,230104,0,1593.02734375,611.611328125,not poor,not poor,1,0,0,0,0,0
9328,58,11,4,3,2,15841.673828125,14126.0,230104,1,392.3888888888889,-1715.673828125,not extreme poor,poor,1,0,0,0,0,0
9328,70,11,2,2,3,25608.16796875,26897.72265625,230104,0,1120.7384440104167,1289.5546875,not poor,not poor,2,0,0,0,0,0
9328,85,11,4,2,3,29921.734375,36693.8671875,230104,2,1528.9111328125,6772.1328125,not poor,not poor,1,0,0,0,0,0
9511,14,11,5,2,3,29678.09765625,46234.77734375,240101,3,1926.4490559895833,16556.6796875,not poor,not poor,1,0,0,0,0,0
9511,28,11,3,2,3,86105.546875,78898.5859375,240101,1,3287.4410807291665,-7206.9609375,not poor,not poor,1,0,0,0,0,0
9511,41,11,2,2,3,31259.357421875,74754.03125,240101,0,3114.7513020833335,43494.673828125,not poor,not poor,1,0,0,0,0,0
9511,84,11,5,4,3,37984.359375,59359.0,240101,1,1236.6458333333333,21374.640625,not poor,not poor,1,1,0,0,0,0
9511,97,11,3,2,3,124614.6015625,65832.15625,240101,1,2743.0065104166665,-58782.4453125,not poor,not poor,1,0,0,0,0,0
9511,125,11,5,3,3,73012.8203125,121822.140625,240101,2,3383.9483506944443,48809.3203125,not poor,not poor,1,0,0,0,0,0
9511,140,11,5,2,3,46596.0,80647.4296875,240101,3,3360.3095703125,34051.4296875,not poor,not poor,2,0,0,0,0,0
9542,4,11,3,3,3,37063.015625,91465.796875,240102,0,2540.7165798611113,54402.78125,not poor,not poor,1,0,0,0,0,0
9542,20,11,4,3,3,36866.94140625,49288.5,240102,1,1369.125,12421.55859375,not poor,not poor,1,0,0,0,0,0
9542,35,11,5,1,3,41402.09765625,39496.05078125,240102,4,3291.3375651041665,-1906.046875,not poor,not poor,1,0,0,0,0,0
9542,66,11,2,2,3,36853.046875,44626.94140625,240102,0,1859.4558919270833,7773.89453125,not poor,not poor,1,1,0,0,0,0
9542,79,11,1,1,3,20389.81640625,26907.234375,240102,0,2242.26953125,6517.41796875,not poor,not poor,1,0,0,0,0,0
9542,96,11,5,2,2,18339.275390625,25776.26171875,240102,3,1074.0109049479167,7436.986328125,not extreme poor,poor,1,0,0,1,0,0
9624,14,11,5,2,3,46199.0859375,52416.2734375,250105,3,2184.0113932291665,6217.1875,not poor,not poor,1,0,0,0,0,0
9624,30,11,7,4,2,32891.59375,44596.234375,250105,3,929.0882161458334,11704.640625,not extreme poor,poor,1,0,0,0,0,0
9624,47,11,5,3,3,32054.99609375,58338.53125,250105,2,1620.5147569444443,26283.53515625,not poor,not poor,1,0,0,0,0,0
9624,64,11,9,5,2,33561.78515625,39675.83984375,250105,4,661.2639973958334,6114.0546875,not extreme poor,poor,1,0,0,0,0,0
9624,94,11,3,1,3,35981.48046875,29618.845703125,250105,2,2468.2371419270835,-6362.634765625,not poor,not poor,1,0,0,0,0,0
9624,111,11,8,4,2,34720.890625,51097.41015625,250105,4,1064.5293782552083,16376.51953125,not extreme poor,poor,1,1,1,0,0,0
9625,32,11,3,3,3,30296.7265625,70190.21875,250105,0,1949.728298611111,39893.4921875,not poor,not poor,1,0,0,0,0,0
9625,52,11,9,5,2,27968.33984375,47260.21875,250105,4,787.6703125,19291.87890625,not extreme poor,poor,1,0,1,0,0,0
9625,71,11,7,3,3,85418.390625,219644.234375,250105,4,6101.228732638889,134225.84375,not poor,not poor,1,0,1,0,0,0
9625,103,11,3,1,2,10078.08203125,9179.6171875,250105,2,764.9680989583334,-898.46484375,not extreme poor,poor,1,1,0,0,1,0
9625,123,11,6,2,1,14371.720703125,11120.3271484375,250105,4,463.3469645182292,-3251.3935546875,extreme poor,poor,1,0,1,0,0,0
9625,158,11,8,5,2,33583.8671875,46643.66796875,250105,3,777.3944661458333,13059.80078125,not extreme poor,poor,1,0,1,0,0,0
9726,10,11,7,4,2,20038.482421875,30084.00390625,250201,3,626.7500813802084,10045.521484375,not extreme poor,poor,1,1,0,0,0,0
9726,41,11,7,3,2,23536.1171875,22779.357421875,250201,4,632.7599283854166,-756.759765625,not extreme poor,poor,1,0,0,0,0,0
9726,56,11,3,2,3,20123.84375,26558.27734375,250201,1,1106.5948893229167,6434.43359375,not poor,not poor,1,1,0,0,0,0
9726,70,11,2,2,2,6681.7626953125,3747.88549804688,250201,0,156.16189575195332,-2933.87719726562,not extreme poor,poor,1,0,0,0,0,0
9726,117,11,6,3,2,18073.3828125,31783.064453125,250201,3,882.8629014756945,13709.681640625,not extreme poor,poor,1,1,0,0,0,0
9726,128,11,1,1,3,16999.322265625,19984.41796875,250201,0,1665.3681640625,2985.095703125,not poor,not poor,1,0,0,0,0,0
9747,113,11,1,1,3,11030.9658203125,6046.39111328125,250105,0,503.8659261067708,-4984.57470703125,not poor,not poor,1,1,0,0,0,0
9747,116,11,1,1,3,4252.837890625,4775.34228515625,250105,0,397.9451904296875,522.50439453125,not poor,not poor,1,1,0,0,0,0
9747,239,11,6,4,3,29578.01953125,43965.46875,250105,2,915.947265625,14387.44921875,not poor,not poor,1,0,0,0,0,0
9747,240,11,2,1,3,21224.5,35884.07421875,250105,1,2990.3395182291665,14659.57421875,not poor,not poor,1,0,0,0,0,0
9747,242,11,3,2,3,17720.515625,16125.4794921875,250105,1,671.8949788411459,-1595.0361328125,not poor,not poor,1,0,0,0,0,0
9747,243,11,5,5,3,37247.08984375,66990.2265625,250105,0,1116.5037760416667,29743.13671875,not poor,not poor,1,0,0,0,0,0
9815,9,11,5,2,3,34060.80078125,35449.19921875,90114,3,1477.0499674479167,1388.3984375,not poor,not poor,1,0,0,0,0,0
