conglome,vivienda,hogar,mieperho,percepho,pobreza,gashog2d,inghog2d,ubigeo,dependientes,ingreso_prom_perceptor,diferencia_ingreso_gasto,pobreza_etiqueta,pobreza_binaria,result,nbi1,nbi2,nbi3,nbi4,nbi5
16450,103,11,6,1,2,15647.234375,11934.8037109375,80302,5,994.5669759114584,-3712.4306640625,not extreme poor,poor,1,0,0,1,0,1
16450,104,11,2,2,2,5070.59716796875,4251.14599609375,80302,0,177.1310831705729,-819.451171875,not extreme poor,poor,1,0,0,0,0,0
16450,105,11,3,2,3,19391.251953125,16220.9404296875,80302,1,675.8725179036459,-3170.3115234375,not poor,not poor,1,0,0,0,0,0
16460,5,11,5,2,1,11101.9365234375,18906.576171875,80702,3,787.7740071614584,7804.6396484375,extreme poor,poor,1,0,0,0,0,0
16460,6,11,3,2,2,7557.087890625,6461.14453125,80702,1,269.21435546875,-1095.943359375,not extreme poor,poor,1,0,0,0,0,0
16460,73,11,5,3,1,9574.353515625,24993.546875,80702,2,694.2651909722222,15419.193359375,extreme poor,poor,1,0,0,0,0,0
16460,74,11,1,1,3,8010.90576171875,8154.39013671875,80702,0,679.5325113932291,143.484375,not poor,not poor,1,0,0,0,0,0
16460,76,11,4,2,2,10627.4169921875,9415.0068359375,80702,2,392.2919514973958,-1212.41015625,not extreme poor,poor,1,0,0,0,0,0
16460,77,11,1,1,3,4460.32080078125,4711.88134765625,80702,0,392.6567789713542,251.560546875,not poor,not poor,1,0,0,0,0,0
16460,78,11,1,1,3,6877.4140625,9050.013671875,80702,0,754.1678059895834,2172.599609375,not poor,not poor,1,0,0,0,0,0
16464,33,11,1,1,3,8155.9736328125,6733.75439453125,80706,0,561.1461995442709,-1422.21923828125,not poor,not poor,1,0,0,0,0,0
16464,34,11,4,2,3,29045.44921875,18100.87890625,80706,2,754.2032877604166,-10944.5703125,not poor,not poor,1,0,0,0,0,0
16464,36,11,2,2,3,15102.134765625,28509.451171875,80706,0,1187.893798828125,13407.31640625,not poor,not poor,1,0,0,0,0,0
16464,104,11,3,3,3,14030.140625,28244.40234375,80706,0,784.5667317708334,14214.26171875,not poor,not poor,1,0,0,0,0,0
16464,105,11,2,2,3,10688.1875,10398.642578125,80706,0,433.2767740885417,-289.544921875,not poor,not poor,1,0,0,0,0,0
16464,106,11,4,3,3,19906.31640625,16932.130859375,80706,1,470.33696831597223,-2974.185546875,not poor,not poor,1,0,0,0,0,0
16464,107,11,2,2,3,17099.5234375,9050.7041015625,80706,0,377.1126708984375,-8048.8193359375,not poor,not poor,1,0,0,0,0,0
16464,108,11,2,2,3,10851.228515625,9346.802734375,80706,0,389.4501139322917,-1504.42578125,not poor,not poor,1,0,0,0,0,0
16499,13,11,1,1,2,3122.81079101563,3517.80883789063,80301,0,293.15073649088583,394.998046875,not extreme poor,poor,1,0,0,0,0,0
16499,14,11,1,1,3,6969.6533203125,8355.3740234375,80301,0,696.2811686197916,1385.720703125,not poor,not poor,1,0,0,0,0,0
16499,15,11,2,2,3,17181.130859375,21707.875,80301,0,904.4947916666666,4526.744140625,not poor,not poor,1,0,0,0,0,0
16499,16,11,1,1,3,6412.4482421875,2928.47192382813,80301,0,244.0393269856775,-3483.97631835937,not poor,not poor,1,0,0,0,0,0
16499,50,11,1,1,3,6719.50830078125,5422.72412109375,80301,0,451.8936767578125,-1296.7841796875,not poor,not poor,1,0,0,0,0,0
16499,51,11,3,2,3,20219.1328125,18061.892578125,80301,1,752.578857421875,-2157.240234375,not poor,not poor,1,0,0,0,0,0
16499,52,11,2,1,3,18087.8359375,2934.79296875,80301,1,244.56608072916666,-15153.04296875,not poor,not poor,1,0,0,0,0,0
16499,54,11,2,2,3,17224.44140625,13167.345703125,80301,0,548.639404296875,-4057.095703125,not poor,not poor,1,0,0,0,0,0
16529,25,11,7,2,2,28534.228515625,32808.828125,90118,5,1367.0345052083333,4274.599609375,not extreme poor,poor,1,0,0,0,0,0
16529,35,11,7,6,2,17272.83984375,31226.263671875,90118,1,433.69810655381946,13953.423828125,not extreme poor,poor,1,0,1,0,0,0
16529,50,11,4,3,3,19413.00390625,37751.45703125,90118,1,1048.651584201389,18338.453125,not poor,not poor,1,0,0,0,0,0
16529,63,11,3,2,3,16218.1484375,5124.06787109375,90118,1,213.5028279622396,-11094.08056640625,not poor,not poor,1,0,0,0,0,0
16529,75,11,3,2,3,24079.330078125,13208.208984375,90118,1,550.342041015625,-10871.12109375,not poor,not poor,1,0,0,0,0,0
16529,86,11,1,1,3,9402.8203125,5232.3798828125,90118,0,436.0316569010417,-4170.4404296875,not poor,not poor,1,0,0,0,0,0
16541,35,11,3,3,3,26999.056640625,42635.38671875,90701,0,1184.3162977430557,15636.330078125,not poor,not poor,1,0,0,0,0,0
16541,74,11,2,2,3,12241.7431640625,15291.30078125,90701,0,637.1375325520834,3049.5576171875,not poor,not poor,1,0,0,0,0,0
16541,94,11,3,2,3,28029.748046875,35778.72265625,90701,1,1490.7801106770833,7748.974609375,not poor,not poor,1,0,0,0,0,0
16541,113,11,3,3,3,23388.5,21084.83203125,90701,0,585.6897786458334,-2303.66796875,not poor,not poor,1,0,0,0,0,0
16541,133,11,4,2,3,34663.10546875,33499.40625,90701,2,1395.80859375,-1163.69921875,not poor,not poor,1,0,0,0,0,0
16541,171,11,1,1,3,9381.7998046875,14324.142578125,90701,0,1193.6785481770833,4942.3427734375,not poor,not poor,1,0,0,0,0,0
16571,7,11,3,2,3,21181.830078125,26688.33203125,90308,1,1112.0138346354167,5506.501953125,not poor,not poor,1,0,0,1,0,0
16571,15,11,2,2,3,7758.123046875,10531.837890625,90308,0,438.8265787760417,2773.71484375,not poor,not poor,1,0,0,0,0,0
16571,34,11,3,2,1,5988.36083984375,12016.1484375,90308,1,500.6728515625,6027.78759765625,extreme poor,poor,1,0,0,0,0,0
16571,42,11,3,2,3,15162.0654296875,9714.4365234375,90308,1,404.7681884765625,-5447.62890625,not poor,not poor,1,0,0,0,0,0
16571,50,11,2,2,2,6911.0244140625,9060.9150390625,90308,0,377.5381266276042,2149.890625,not extreme poor,poor,1,0,0,0,0,0
16571,59,11,2,2,3,11953.107421875,16894.37109375,90308,0,703.93212890625,4941.263671875,not poor,not poor,1,0,0,0,0,0
16571,73,11,1,1,3,7315.216796875,18377.77734375,90308,0,1531.4814453125,11062.560546875,not poor,not poor,1,0,0,0,0,0
16571,80,11,2,2,2,6813.775390625,5330.83935546875,90308,0,222.1183064778646,-1482.93603515625,not extreme poor,poor,1,0,0,0,0,0
16585,5,11,6,2,3,24092.107421875,17118.724609375,90602,4,713.2801920572916,-6973.3828125,not poor,not poor,1,0,0,0,0,0
16585,54,11,2,2,3,19480.041015625,36668.203125,90602,0,1527.841796875,17188.162109375,not poor,not poor,1,0,0,0,0,0
16585,55,11,4,2,3,21616.904296875,41019.27734375,90602,2,1709.1365559895833,19402.373046875,not poor,not poor,1,0,1,0,0,0
16585,58,11,2,2,3,9009.2255859375,23748.4453125,90602,0,989.5185546875,14739.2197265625,not poor,not poor,1,0,0,1,0,0
16585,59,11,2,2,2,6303.263671875,5422.8779296875,90602,0,225.9532470703125,-880.3857421875,not extreme poor,poor,1,0,0,0,0,0
16585,62,11,1,1,3,7044.2412109375,7185.6650390625,90602,0,598.805419921875,141.423828125,not poor,not poor,1,0,0,1,0,0
16585,63,11,3,3,3,16084.619140625,13265.8017578125,90602,0,368.49449327256946,-2818.8173828125,not poor,not poor,1,0,0,0,0,0
16585,65,11,3,1,3,20561.53515625,20929.787109375,90602,2,1744.14892578125,368.251953125,not poor,not poor,1,0,0,1,0,0
16596,15,11,3,2,3,17855.423828125,14883.28515625,90303,1,620.1368815104166,-2972.138671875,not poor,not poor,1,0,0,0,0,0
16596,23,11,2,2,3,15385.6044921875,17019.943359375,90303,0,709.164306640625,1634.3388671875,not poor,not poor,1,0,0,0,0,0
16596,33,11,2,2,3,14034.0185546875,9417.689453125,90303,0,392.4037272135417,-4616.3291015625,not poor,not poor,1,0,0,0,0,0
16596,49,11,1,1,3,9644.2900390625,8473.0380859375,90303,0,706.0865071614584,-1171.251953125,not poor,not poor,1,0,0,1,0,0
16596,66,11,2,2,3,14642.4423828125,8292.0830078125,90303,0,345.5034586588542,-6350.359375,not poor,not poor,1,0,0,0,0,0
16596,74,11,2,2,3,9240.59375,8801.654296875,90303,0,366.735595703125,-438.939453125,not poor,not poor,1,0,0,0,0,0
16596,92,11,4,2,3,20944.15234375,18754.33984375,90303,2,781.4308268229166,-2189.8125,not poor,not poor,1,0,0,0,0,0
16596,100,11,3,3,3,19242.8125,15843.3896484375,90303,0,440.0941569010417,-3399.4228515625,not poor,not poor,1,0,0,0,0,0
16599,34,11,2,2,3,8082.19873046875,8288.146484375,90206,0,345.3394368489583,205.94775390625,not poor,not poor,1,0,0,1,0,0
16599,35,11,3,2,3,19409.345703125,20433.171875,90206,1,851.3821614583334,1023.826171875,not poor,not poor,1,0,0,0,0,0
16599,36,11,5,2,2,15633.951171875,11343.3291015625,90206,3,472.6387125651042,-4290.6220703125,not extreme poor,poor,1,0,0,0,0,0
16599,128,11,2,2,2,6757.02197265625,10237.3876953125,90206,0,426.5578206380208,3480.36572265625,not extreme poor,poor,1,0,0,0,0,0
16599,129,11,3,3,2,9926.8017578125,11462.4658203125,90206,0,318.4018283420139,1535.6640625,not extreme poor,poor,1,0,0,1,0,0
16599,130,11,1,1,3,8739.681640625,8344.48046875,90206,0,695.3733723958334,-395.201171875,not poor,not poor,1,0,0,0,0,0
16599,131,11,3,2,3,12009.4951171875,9723.0087890625,90206,1,405.1253662109375,-2286.486328125,not poor,not poor,1,0,0,0,0,0
16599,132,11,1,1,3,6527.37109375,6954.67236328125,90206,0,579.5560302734375,427.30126953125,not poor,not poor,1,0,0,0,0,0
16635,53,11,2,2,3,9155.9765625,14162.3505859375,90116,0,590.0979410807291,5006.3740234375,not poor,not poor,1,0,0,0,0,0
16635,55,11,5,2,2,17142.4140625,14431.80078125,90116,3,601.3250325520834,-2710.61328125,not extreme poor,poor,1,0,0,1,0,0
16635,56,11,7,2,1,8944.416015625,9569.607421875,90116,5,398.733642578125,625.19140625,extreme poor,poor,1,0,0,1,0,0
16635,136,11,1,1,3,5062.78466796875,4933.35595703125,90116,0,411.1129964192708,-129.4287109375,not poor,not poor,1,0,0,0,0,0
16635,137,11,5,3,3,19888.001953125,31734.068359375,90116,2,881.5018988715278,11846.06640625,not poor,not poor,1,0,0,0,0,0
16635,138,11,1,1,3,7972.94287109375,7097.6015625,90116,0,591.466796875,-875.34130859375,not poor,not poor,1,0,0,0,0,0
16635,139,11,3,2,1,6893.6435546875,8557.63671875,90116,1,356.5681966145833,1663.9931640625,extreme poor,poor,1,0,0,1,0,0
16635,140,11,1,1,3,9773.322265625,9703.4833984375,90116,0,808.6236165364584,-69.8388671875,not poor,not poor,1,0,0,0,0,0
16636,121,11,1,1,3,4985.658203125,3382.41650390625,90402,0,281.8680419921875,-1603.24169921875,not poor,not poor,1,0,0,0,0,0
16636,122,11,4,3,3,29041.326171875,34643.8671875,90402,1,962.3296440972222,5602.541015625,not poor,not poor,1,0,0,0,0,0
16636,123,11,4,2,3,24949.1796875,18072.369140625,90402,2,753.015380859375,-6876.810546875,not poor,not poor,1,0,0,0,0,0
16636,124,11,8,3,3,43443.375,49062.1328125,90402,5,1362.8370225694443,5618.7578125,not poor,not poor,1,0,0,0,0,0
16636,190,11,5,2,2,11776.74609375,13971.5283203125,90402,3,582.1470133463541,2194.7822265625,not extreme poor,poor,1,0,1,0,0,0
16636,191,11,2,2,3,9842.59375,7784.068359375,90402,0,324.336181640625,-2058.525390625,not poor,not poor,1,0,0,0,0,0
16636,192,11,3,2,3,21967.28125,23899.416015625,90402,1,995.8090006510416,1932.134765625,not poor,not poor,1,0,0,0,0,0
16653,1,11,2,2,3,13998.943359375,28597.708984375,90103,0,1191.5712076822917,14598.765625,not poor,not poor,1,0,0,0,0,0
16653,2,11,3,3,3,17347.640625,33809.4609375,90103,0,939.1516927083334,16461.8203125,not poor,not poor,1,0,0,0,0,0
16653,284,11,2,2,3,10904.8310546875,12257.658203125,90103,0,510.7357584635417,1352.8271484375,not poor,not poor,1,0,0,0,0,0
16653,286,11,4,2,3,24778.72265625,61720.90234375,90103,2,2571.7042643229165,36942.1796875,not poor,not poor,1,0,0,0,0,0
16653,287,11,4,3,2,9732.1943359375,13258.08984375,90103,1,368.2802734375,3525.8955078125,not extreme poor,poor,1,0,0,0,0,0
16653,288,11,5,2,1,10695.5224609375,8668.009765625,90103,3,361.1670735677083,-2027.5126953125,extreme poor,poor,1,0,0,0,0,0
16653,289,11,2,2,3,23738.44921875,25791.857421875,90103,0,1074.6607259114583,2053.408203125,not poor,not poor,1,0,0,0,0,0
16653,291,11,5,3,3,33481.78515625,27178.03125,90103,2,754.9453125,-6303.75390625,not poor,not poor,1,0,0,0,0,0
16672,13,11,5,4,3,33181.86328125,44515.0703125,100102,1,927.3972981770834,11333.20703125,not poor,not poor,1,0,0,0,0,0
16672,44,11,3,2,3,68647.3515625,249626.640625,100102,1,10401.110026041666,180979.2890625,not poor,not poor,1,0,0,0,0,0
16672,90,11,1,1,3,5655.3154296875,11217.7431640625,100102,0,934.8119303385416,5562.427734375,not poor,not poor,1,0,0,0,0,0
16672,102,11,5,3,3,77117.25,63480.53125,100102,2,1763.3480902777778,-13636.71875,not poor,not poor,1,0,0,0,0,0
16672,115,11,2,2,3,14926.01953125,12826.3134765625,100102,0,534.4297281901041,-2099.7060546875,not poor,not poor,1,0,0,0,0,0
16672,128,11,3,1,3,34408.95703125,28547.111328125,100102,2,2378.9259440104165,-5861.845703125,not poor,not poor,1,0,0,0,0,0
16703,8,11,3,3,3,22925.35546875,26771.38671875,100101,0,743.6496310763889,3846.03125,not poor,not poor,1,0,0,0,0,0
16703,24,11,1,1,3,7251.01318359375,5880.27685546875,100101,0,490.0230712890625,-1370.736328125,not poor,not poor,1,0,0,0,0,0
16703,54,11,3,2,3,56330.23046875,99307.1484375,100101,1,4137.7978515625,42976.91796875,not poor,not poor,2,0,0,0,0,0
16703,76,11,1,1,3,31362.140625,40858.9609375,100101,0,3404.9134114583335,9496.8203125,not poor,not poor,1,0,0,0,0,0
16703,87,11,4,2,3,89197.8515625,125656.609375,100101,2,5235.692057291667,36458.7578125,not poor,not poor,1,0,0,0,0,0
16703,102,11,3,3,3,22661.919921875,3213.9404296875,100101,0,89.276123046875,-19447.9794921875,not poor,not poor,1,0,0,0,0,0
16703,133,11,4,1,3,58822.0859375,79372.8125,100101,3,6614.401041666667,20550.7265625,not poor,not poor,1,0,0,0,0,0
16703,149,11,4,4,3,163498.25,183754.0,100101,0,3828.2083333333335,20255.75,not poor,not poor,1,0,0,0,0,0
16730,5,11,3,3,3,56743.91796875,89566.0859375,100608,0,2487.946831597222,32822.16796875,not poor,not poor,1,0,0,1,0,0
16730,17,11,5,4,3,32505.177734375,47683.140625,100608,1,993.3987630208334,15177.962890625,not poor,not poor,1,0,0,1,0,0
16730,38,11,1,1,3,10629.556640625,13293.28125,100608,0,1107.7734375,2663.724609375,not poor,not poor,1,0,0,0,0,0
16730,52,11,2,1,3,23158.248046875,22365.376953125,100608,1,1863.7814127604167,-792.87109375,not poor,not poor,1,0,0,0,0,0
16730,63,11,3,1,3,18453.412109375,20933.10546875,100608,2,1744.4254557291667,2479.693359375,not poor,not poor,1,0,0,1,0,0
16734,6,11,3,2,3,46462.59375,47648.390625,100604,1,1985.349609375,1185.796875,not poor,not poor,1,0,0,0,0,0
16734,29,11,4,3,3,21636.31640625,53765.75,100604,1,1493.4930555555557,32129.43359375,not poor,not poor,1,0,0,0,0,0
16734,53,11,3,2,2,13620.4189453125,15623.98046875,100604,1,650.9991861979166,2003.5615234375,not extreme poor,poor,1,0,0,0,0,0
16734,75,11,2,1,3,29875.84765625,58133.8984375,100604,1,4844.491536458333,28258.05078125,not poor,not poor,1,0,0,0,0,0
16734,95,11,2,2,3,11330.50390625,17921.728515625,100604,0,746.7386881510416,6591.224609375,not poor,not poor,1,0,0,0,0,0
16734,137,11,2,2,3,28761.61328125,29199.529296875,100604,0,1216.6470540364583,437.916015625,not poor,not poor,1,0,0,0,0,0
16739,14,11,1,1,3,16339.2060546875,20238.587890625,100606,0,1686.5489908854167,3899.3818359375,not poor,not poor,1,0,0,0,0,0
16739,29,11,3,3,3,25683.7578125,21683.59765625,100606,0,602.3221571180555,-4000.16015625,not poor,not poor,1,0,0,0,0,0
16739,59,11,3,2,3,19104.078125,18931.3671875,100606,1,788.8069661458334,-172.7109375,not poor,not poor,1,0,0,0,0,0
16739,72,11,1,1,3,13140.1494140625,19919.0,100606,0,1659.9166666666667,6778.8505859375,not poor,not poor,1,0,0,0,0,0
16739,89,11,6,4,2,18174.345703125,36229.9375,100606,2,754.7903645833334,18055.591796875,not extreme poor,poor,1,0,0,0,0,0
16739,104,11,5,4,2,18247.033203125,24930.271484375,100606,1,519.3806559244791,6683.23828125,not extreme poor,poor,1,0,0,0,0,0
16764,69,11,4,3,1,7864.41064453125,14839.3115234375,100202,1,412.2030978732639,6974.90087890625,extreme poor,poor,1,0,0,0,0,0
16764,70,11,3,1,1,4250.6533203125,5938.91259765625,100202,2,494.9093831380208,1688.25927734375,extreme poor,poor,1,0,0,0,0,0
16764,71,11,4,2,2,12191.595703125,11384.099609375,100202,2,474.3374837239583,-807.49609375,not extreme poor,poor,1,0,1,1,0,0
16764,171,11,3,2,3,26835.9140625,31867.037109375,100202,1,1327.793212890625,5031.123046875,not poor,not poor,1,0,0,0,0,0
16764,172,11,1,1,3,5211.310546875,5271.9375,100202,0,439.328125,60.626953125,not poor,not poor,1,0,0,1,0,0
16764,173,11,1,1,3,8270.6318359375,17906.30078125,100202,0,1492.1917317708333,9635.6689453125,not poor,not poor,1,0,0,1,0,0
16764,175,11,2,2,3,10911.8193359375,9068.201171875,100202,0,377.8417154947917,-1843.6181640625,not poor,not poor,1,0,0,0,0,0
16764,177,11,1,1,3,5503.2158203125,5358.49951171875,100202,0,446.5416259765625,-144.71630859375,not poor,not poor,1,0,0,0,0,0
16766,5,11,4,2,3,20754.51171875,13607.2021484375,100504,2,566.9667561848959,-7147.3095703125,not poor,not poor,1,0,0,0,0,0
16766,33,11,2,2,2,7390.8525390625,16617.26171875,100504,0,692.3859049479166,9226.4091796875,not extreme poor,poor,1,0,0,0,0,0
16766,46,11,1,1,3,6548.03564453125,16857.169921875,100504,0,1404.76416015625,10309.13427734375,not poor,not poor,1,0,0,0,0,0
16766,60,11,3,2,2,8314.09765625,12531.1767578125,100504,1,522.1323649088541,4217.0791015625,not extreme poor,poor,1,0,0,0,0,0
16766,74,11,5,2,3,19528.306640625,22042.0546875,100504,3,918.4189453125,2513.748046875,not poor,not poor,1,0,0,0,0,0
16766,88,11,4,2,2,13931.67578125,9892.7763671875,100504,2,412.1990152994792,-4038.8994140625,not extreme poor,poor,1,0,0,1,0,0
16766,101,11,5,3,2,16877.978515625,17731.013671875,100504,2,492.5281575520833,853.03515625,not extreme poor,poor,1,0,0,0,0,0
16766,114,11,2,2,3,10692.4462890625,8308.013671875,100504,0,346.167236328125,-2384.4326171875,not poor,not poor,1,0,0,0,0,0
16768,1,11,2,2,3,13689.3603515625,23258.890625,101106,0,969.1204427083334,9569.5302734375,not poor,not poor,1,0,0,0,0,0
16768,4,11,6,3,2,17317.4140625,9657.423828125,101106,3,268.26177300347223,-7659.990234375,not extreme poor,poor,1,0,1,1,0,0
16768,57,11,2,1,3,7839.35693359375,7586.88671875,101106,1,632.2405598958334,-252.47021484375,not poor,not poor,1,0,0,0,0,0
16768,58,11,2,2,3,12968.912109375,15661.66015625,101106,0,652.5691731770834,2692.748046875,not poor,not poor,1,0,0,0,0,0
16768,59,11,2,2,3,15497.1435546875,20868.21484375,101106,0,869.5089518229166,5371.0712890625,not poor,not poor,1,0,0,0,0,0
16768,61,11,3,3,3,49488.4609375,41244.5234375,101106,0,1145.6812065972222,-8243.9375,not poor,not poor,1,0,0,1,0,0
16768,62,11,1,1,3,5031.37353515625,11164.7265625,101106,0,930.3938802083334,6133.35302734375,not poor,not poor,1,0,0,0,0,0
16768,64,11,1,1,3,17044.591796875,13663.7041015625,101106,0,1138.6420084635417,-3380.8876953125,not poor,not poor,1,0,0,1,0,0
16802,35,11,4,2,2,13353.3134765625,22072.751953125,100801,2,919.697998046875,8719.4384765625,not extreme poor,poor,1,1,0,1,0,0
16802,38,11,8,2,1,7633.75244140625,7417.6015625,100801,6,309.0667317708333,-216.15087890625,extreme poor,poor,1,1,0,1,0,0
16802,41,11,8,2,1,8326.875,8740.0634765625,100801,6,364.1693115234375,413.1884765625,extreme poor,poor,1,1,0,1,0,0
16802,42,11,5,2,1,5319.4423828125,4897.11962890625,100801,3,204.0466512044271,-422.32275390625,extreme poor,poor,1,1,0,1,0,0
16802,117,11,4,1,2,10773.7919921875,6064.33935546875,100801,3,505.3616129557292,-4709.45263671875,not extreme poor,poor,1,1,0,1,0,0
16802,122,11,3,1,2,8238.5126953125,7798.2734375,100801,2,649.8561197916666,-440.2392578125,not extreme poor,poor,1,1,0,1,0,0
16802,126,11,3,2,3,15250.263671875,13406.150390625,100801,1,558.589599609375,-1844.11328125,not poor,not poor,1,0,0,1,0,0
16821,21,11,5,2,2,13464.587890625,6666.7197265625,100203,3,277.7799886067708,-6797.8681640625,not extreme poor,poor,1,0,0,1,0,0
16821,22,11,3,3,1,6499.65625,4696.0244140625,100203,0,130.44512261284723,-1803.6318359375,extreme poor,poor,1,0,0,1,0,0
16821,23,11,1,1,3,4151.1982421875,5422.00634765625,100203,0,451.8338623046875,1270.80810546875,not poor,not poor,1,0,0,1,0,0
16821,25,11,6,2,1,9794.748046875,4879.53369140625,100203,4,203.31390380859375,-4915.21435546875,extreme poor,poor,1,0,0,0,0,0
16821,26,11,2,2,3,7969.94140625,4193.05224609375,100203,0,174.71051025390625,-3776.88916015625,not poor,not poor,1,0,0,1,0,0
16821,28,11,6,3,2,16345.5888671875,27484.82421875,100203,3,763.4673394097222,11139.2353515625,not extreme poor,poor,1,0,0,1,0,0
16821,33,11,4,1,2,12661.259765625,9427.48828125,100203,3,785.6240234375,-3233.771484375,not extreme poor,poor,1,0,0,1,0,0
16821,34,11,3,2,1,4706.5498046875,4833.01611328125,100203,1,201.37567138671875,126.46630859375,extreme poor,poor,1,0,0,1,0,0
16847,29,11,3,2,3,38933.671875,36960.13671875,100902,1,1540.0056966145833,-1973.53515625,not poor,not poor,1,0,0,0,0,0
16847,30,11,3,3,1,5455.0888671875,6217.6572265625,100902,0,172.71270073784723,762.568359375,extreme poor,poor,1,0,0,0,0,0
16847,31,11,2,2,3,12683.9892578125,12237.447265625,100902,0,509.8936360677083,-446.5419921875,not poor,not poor,1,0,0,0,0,0
16847,32,11,5,2,2,12915.6455078125,10718.9765625,100902,3,446.6240234375,-2196.6689453125,not extreme poor,poor,1,0,1,0,0,1
16847,109,11,7,3,2,22974.642578125,27218.046875,100902,4,756.0568576388889,4243.404296875,not extreme poor,poor,1,0,0,0,0,0
16847,110,11,3,2,2,9173.1669921875,14006.513671875,100902,1,583.604736328125,4833.3466796875,not extreme poor,poor,1,0,0,1,0,0
16847,111,11,1,1,3,19040.287109375,6685.57421875,100902,0,557.1311848958334,-12354.712890625,not poor,not poor,1,0,0,1,0,0
16847,112,11,2,1,2,7133.6220703125,4400.822265625,100902,1,366.7351888020833,-2732.7998046875,not extreme poor,poor,1,0,0,1,0,0
16855,8,11,2,1,3,21630.654296875,22946.796875,110101,1,1912.2330729166667,1316.142578125,not poor,not poor,1,0,0,0,0,0
16855,31,11,4,2,3,45463.4765625,39360.7578125,110101,2,1640.0315755208333,-6102.71875,not poor,not poor,1,0,0,0,0,0
16855,53,11,1,1,3,22170.2890625,23051.53515625,110101,0,1920.9612630208333,881.24609375,not poor,not poor,1,0,0,0,0,0
16855,73,11,3,3,3,33632.4453125,51013.8515625,110101,0,1417.0514322916667,17381.40625,not poor,not poor,1,0,0,0,0,0
16855,94,11,3,1,3,17341.12890625,15495.794921875,110101,2,1291.3162434895833,-1845.333984375,not poor,not poor,1,0,0,0,0,0
16855,114,11,6,4,3,60977.64453125,72682.21875,110101,2,1514.212890625,11704.57421875,not poor,not poor,1,0,0,0,0,0
16863,12,11,2,1,3,70704.2421875,68441.5703125,110101,1,5703.464192708333,-2262.671875,not poor,not poor,1,0,0,0,0,0
16863,26,11,2,2,3,69522.5703125,59693.15625,110101,0,2487.21484375,-9829.4140625,not poor,not poor,1,0,0,0,0,0
16863,39,11,2,2,3,39495.046875,41786.390625,110101,0,1741.099609375,2291.34375,not poor,not poor,1,0,0,0,0,0
16863,81,11,3,3,3,67758.359375,82017.1484375,110101,0,2278.2541232638887,14258.7890625,not poor,not poor,1,0,0,0,0,0
16863,94,11,7,1,3,85347.984375,101529.96875,110101,6,8460.830729166666,16181.984375,not poor,not poor,2,0,0,0,0,0
16863,107,11,3,3,3,64861.48828125,88249.4296875,110101,0,2451.373046875,23387.94140625,not poor,not poor,2,0,0,0,0,0
16863,121,11,1,1,3,26700.80859375,25797.853515625,110101,0,2149.8211263020835,-902.955078125,not poor,not poor,1,0,0,0,0,0
16863,135,11,5,2,3,113551.5703125,236134.59375,110101,3,9838.94140625,122583.0234375,not poor,not poor,1,0,0,0,0,0
16907,24,11,3,3,3,33448.3671875,46608.59375,110101,0,1294.6831597222222,13160.2265625,not poor,not poor,2,0,0,0,0,0
16907,50,11,5,2,3,28911.326171875,28433.0390625,110101,3,1184.7099609375,-478.287109375,not poor,not poor,1,1,0,0,0,0
16907,104,11,4,1,3,32569.759765625,32954.17578125,110101,3,2746.1813151041665,384.416015625,not poor,not poor,1,0,0,0,0,0
16907,132,11,2,1,3,21289.333984375,24020.228515625,110101,1,2001.6857096354167,2730.89453125,not poor,not poor,1,0,0,0,0,0
16907,156,11,4,2,3,37767.46875,36992.8515625,110101,2,1541.3688151041667,-774.6171875,not poor,not poor,1,0,0,0,0,0
16907,183,11,3,3,3,36126.67578125,32304.28125,110101,0,897.3411458333334,-3822.39453125,not poor,not poor,1,1,0,0,0,0
16911,6,11,1,1,3,21692.205078125,22830.576171875,110101,0,1902.5480143229167,1138.37109375,not poor,not poor,1,0,0,0,0,0
16911,13,11,5,2,3,73543.8125,83969.0546875,110101,3,3498.7106119791665,10425.2421875,not poor,not poor,1,0,0,0,0,0
16911,24,11,1,1,3,27803.423828125,26363.91796875,110101,0,2196.9931640625,-1439.505859375,not poor,not poor,1,0,0,0,0,0
16911,34,11,4,2,3,57079.171875,86425.546875,110101,2,3601.064453125,29346.375,not poor,not poor,1,0,0,0,0,0
16911,43,11,4,3,3,64849.37890625,119100.390625,110101,1,3308.344184027778,54251.01171875,not poor,not poor,1,0,0,0,0,0
16911,52,11,3,1,3,38913.52734375,43929.390625,110101,2,3660.7825520833335,5015.86328125,not poor,not poor,1,0,0,0,0,0
16928,14,11,1,1,3,22549.97265625,33158.21484375,110101,0,2763.1845703125,10608.2421875,not poor,not poor,1,0,0,0,0,0
16928,30,11,3,2,3,56502.4609375,60779.35546875,110101,1,2532.47314453125,4276.89453125,not poor,not poor,1,0,0,0,0,0
16928,61,11,4,1,3,33516.44921875,30574.546875,110101,3,2547.87890625,-2941.90234375,not poor,not poor,1,0,0,0,0,0
16928,77,11,9,5,3,47928.7265625,37641.52734375,110101,4,627.3587890625,-10287.19921875,not poor,not poor,1,0,0,0,0,0
16928,91,11,2,2,3,24837.23046875,22110.216796875,110101,0,921.259033203125,-2727.013671875,not poor,not poor,1,0,0,0,0,0
16928,110,11,3,1,3,25620.201171875,23459.609375,110101,2,1954.9674479166667,-2160.591796875,not poor,not poor,1,0,0,0,0,0
